market,group,arm,agent,state,seed,NetWorth,Sharpe,Sortino,MaxDD,CAGR,Calmar
ASX200,Developed,B,PPO,Baseline,4,11601.513526851872,0.5463505073877634,0.7476579506222586,-0.1417167334064669,0.0616240634625757,0.434839711450256
ASX200,Developed,B,PPO,+VolFore,0,11601.513526851872,0.5463505073877634,0.7476579506222586,-0.1417167334064669,0.0616240634625757,0.434839711450256
ASX200,Developed,B,PPO,+VolFore,1,11563.9304485933,0.5359649448904538,0.7330947522407965,-0.1417167334064669,0.0602382797504252,0.425061164634856
ASX200,Developed,B,PPO,+VolFore,2,11554.167306603233,0.5332371514604648,0.7293131287292457,-0.1417167334064669,0.059877847711532,0.4225178373210873
ASX200,Developed,B,PPO,+VolFore,3,11523.152372342372,0.5247244697912292,0.7171733095338598,-0.1417167334064669,0.0587316412864324,0.4144298268403213
ASX200,Developed,B,PPO,+VolFore,4,11543.312951868736,0.5303296360962488,0.7249705844638146,-0.1417167334064669,0.0594769170218016,0.4196887381731585
BTC,Crypto,A,VTrule,-,-1,9616.935522446403,-0.0211944763815943,-0.0299708018950028,-0.2850060003274192,-0.0150289619739214,-0.0527320896984737
BTC,Crypto,A,Q-Learning,Baseline,0,9382.102313154184,-0.1060104199965416,-0.1068036297404782,-0.1785891356182557,-0.0244242714421673,-0.1367623587934194
BTC,Crypto,A,Q-Learning,Baseline,1,5450.622160653398,-1.2848874259598126,-1.372336078855241,-0.5000925546255884,-0.2096450609253907,-0.4192125217339608
BTC,Crypto,A,Q-Learning,Baseline,2,7455.731173062893,-0.7144633303591645,-0.7777371204026539,-0.3193379373954783,-0.1075879062659721,-0.3369092540119809
BTC,Crypto,A,Q-Learning,Baseline,3,8891.651577575522,-0.4518671475806027,-0.3720975824935567,-0.1458102203075913,-0.0445215793325282,-0.3053392227122569
BTC,Crypto,A,Q-Learning,Baseline,4,8065.666118453376,-0.5976222896420537,-0.5855078179227238,-0.2966457363655883,-0.0799633260104381,-0.2695583189222756
